2026-06-22 18:03:52,092 INFO ORB session loop started
2026-06-22 18:03:53,211 INFO SELL QQQ x2 | order a639ade5-c43f-42a8-b786-61c210e4d262
2026-06-22 19:06:23,527 INFO MANAGING QQQ @ $736.03 | P&L $+1.90 | stop 744.02
2026-06-22 19:06:53,933 INFO MANAGING QQQ @ $736.10 | P&L $+1.76 | stop 744.02
2026-06-22 19:07:24,336 INFO MANAGING QQQ @ $735.78 | P&L $+2.40 | stop 744.02
2026-06-22 19:07:54,749 INFO MANAGING QQQ @ $735.50 | P&L $+2.95 | stop 744.02
2026-06-22 19:08:25,177 INFO MANAGING QQQ @ $735.36 | P&L $+3.24 | stop 744.02
2026-06-22 19:08:55,780 INFO MANAGING QQQ @ $735.42 | P&L $+3.12 | stop 744.02
2026-06-22 19:09:26,206 INFO MANAGING QQQ @ $735.75 | P&L $+2.46 | stop 744.02
2026-06-22 19:09:56,622 INFO MANAGING QQQ @ $735.75 | P&L $+2.46 | stop 744.02
2026-06-22 19:10:27,092 INFO MANAGING QQQ @ $735.70 | P&L $+2.56 | stop 744.02
2026-06-22 19:10:57,519 INFO MANAGING QQQ @ $735.50 | P&L $+2.96 | stop 744.02
2026-06-22 19:11:28,077 INFO MANAGING QQQ @ $736.02 | P&L $+1.92 | stop 744.02
2026-06-22 19:11:58,536 INFO MANAGING QQQ @ $736.08 | P&L $+1.81 | stop 744.02
2026-06-22 19:12:28,985 INFO MANAGING QQQ @ $736.27 | P&L $+1.42 | stop 744.02
2026-06-22 19:12:59,451 INFO MANAGING QQQ @ $736.08 | P&L $+1.80 | stop 744.02
2026-06-22 19:13:30,209 INFO MANAGING QQQ @ $736.07 | P&L $+1.82 | stop 744.02
2026-06-22 19:14:00,670 INFO MANAGING QQQ @ $736.00 | P&L $+1.96 | stop 744.02
2026-06-22 19:14:31,109 INFO MANAGING QQQ @ $736.15 | P&L $+1.66 | stop 744.02
2026-06-22 19:15:03,047 INFO MANAGING QQQ @ $736.12 | P&L $+1.72 | stop 744.02
2026-06-22 19:15:33,597 INFO MANAGING QQQ @ $735.98 | P&L $+2.00 | stop 744.02
2026-06-22 19:16:04,075 INFO MANAGING QQQ @ $735.92 | P&L $+2.12 | stop 744.02
2026-06-22 19:16:34,504 INFO MANAGING QQQ @ $735.88 | P&L $+2.20 | stop 744.02
2026-06-22 19:17:05,238 INFO MANAGING QQQ @ $735.90 | P&L $+2.16 | stop 744.02
2026-06-22 19:17:35,737 INFO MANAGING QQQ @ $735.93 | P&L $+2.10 | stop 744.02
